Track,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
It's A Beautiful Day - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,201427,4,0.397,0.59,2,-10.403,1,0.0444,0.069,0.0106,0.542,0.0398,127.819,3
Khashoggi's Ship - Remastered 2011 / Deep Cuts 3 Edit,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,172893,4,0.528,0.792,1,-4.696,0,0.126,0.204,0.000181,0.159,0.659,95.004,3
Machines (or 'Back To Humans') - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,307080,4,0.623,0.931,0,-6.094,1,0.0776,0.0575,0.00627,0.372,0.378,111.512,4
Made In Heaven - 2011 Remaster,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,327000,4,0.398,0.751,8,-5.887,1,0.0468,0.179,0,0.313,0.39,77.858,5
Mother Love - 2011 Remaster,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,288093,4,0.526,0.417,7,-7.944,0,0.0277,0.259,0.000615,0.295,0.196,91.925,3
One Year Of Love - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,267480,3,0.551,0.371,11,-8.568,0,0.0265,0.257,0.000884,0.354,0.124,110.955,3
Ride The Wild Wind - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,283173,4,0.576,0.874,0,-7.963,1,0.0384,0.00483,0.00624,0.331,0.363,113.825,3
Tear It Up - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,204627,4,0.508,0.863,2,-5.047,1,0.0577,0.202,0,0.113,0.357,90.073,5
The Hitman - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,296893,4,0.224,0.98,3,-4.703,0,0.176,0.00413,0.0182,0.399,0.0965,180.498,3
Was It All Worth It - Remastered 2011,Deep Cuts 3 [(1984-1995) 2011 Remaster],2011,345813,4,0.336,0.86,9,-5.252,0,0.0681,0.196,0.0000498,0.0784,0.145,90.238,3
Arboria (Planet Of The Tree Men) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,101347,3,0.337,0.0639,7,-25.645,0,0.0415,0.984,0.000336,0.236,0.107,66.089,12
Battle Theme - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,138307,4,0.219,0.906,2,-6.639,1,0.0782,0.000546,0.397,0.107,0.396,116.358,19
Crash Dive On Mingo City - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,60653,4,0.505,0.856,9,-11.118,1,0.216,0.391,0.0709,0.64,0.112,116.105,12
Escape From The Swamp - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,103053,3,0.369,0.227,11,-19.791,1,0.0347,0.755,0.819,0.104,0.156,91.542,12
Execution Of Flash - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,65653,4,0.304,0.118,2,-18.319,1,0.0489,0.425,0.383,0.151,0.195,124.592,14
Flash - Single Version,Flash Gordon (Deluxe Remastered Version),2011,168213,4,0.48,0.656,4,-11.352,0,0.118,0.188,0.0177,0.11,0.209,108.461,41
Flash To The Rescue - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,163453,4,0.617,0.556,9,-15.313,1,0.137,0.185,0.625,0.288,0.0759,113.361,16
Flash's Theme - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,209987,4,0.504,0.522,9,-12.169,0,0.125,0.49,0.0262,0.47,0.175,109.966,32
Flash's Theme Reprise - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,83573,4,0.36,0.627,9,-7.664,0,0.0661,0.0302,0.154,0.917,0.435,105.189,15
Football Fight - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,88587,4,0.513,0.881,9,-6.808,0,0.076,0.000206,0.672,0.362,0.324,92.125,18
In The Death Cell (Love Theme Reprise) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,144880,4,0.139,0.302,7,-14.468,1,0.0366,0.567,0.808,0.413,0.04,78.626,13
In The Space Capsule (The Love Theme) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,162587,3,0.243,0.423,2,-14.225,1,0.051,0.0447,0.76,0.105,0.151,107.015,17
Marriage Of Dale And Ming (And Flash Approaching) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,124280,4,0.395,0.462,9,-8.868,1,0.083,0.208,0.0187,0.815,0.361,116.155,12
Ming's Theme (In The Court Of Ming The Merciless) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,160680,3,0.309,0.0157,1,-18.453,1,0.0436,0.438,0.017,0.132,0.0293,152.051,14
The Hero - October 1980... Revisited,Flash Gordon (Deluxe Remastered Version),2011,175720,4,0.33,0.783,9,-7.322,1,0.0695,0.000307,0.0012,0.319,0.313,119.639,13
The Hero - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,213413,4,0.312,0.796,2,-7.173,1,0.0756,0.0394,0.017,0.376,0.354,123.269,20
The Kiss (Aura Resurrects Flash) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,104867,3,0.219,0.262,10,-12.817,1,0.0404,0.785,0.621,0.092,0.0391,91.267,14
The Ring (Hypnotic Seduction Of Dale) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,57307,4,0.343,0.0607,5,-21.061,0,0.0651,0.951,0.944,0.231,0.0369,73.744,13
The Wedding March - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,56000,4,0.165,0.431,7,-8.203,1,0.0317,0.247,0.772,0.445,0.499,72.549,17
Vultan's Theme (Attack Of The Hawk Men) - Remastered 2011,Flash Gordon (Deluxe Remastered Version),2011,72907,4,0.272,0.869,0,-7.894,1,0.0753,0.0000271,0.927,0.111,0.533,76.87,16
Action This Day - Live In Tokyo / November 1982,Hot Space (Deluxe Remastered Version),2011,385600,4,0.301,0.903,2,-6.241,1,0.137,0.0375,0.0000139,0.981,0.251,176.409,13
Action This Day - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,214813,4,0.727,0.477,2,-6.121,1,0.0399,0.0563,0.000274,0.0789,0.908,166.374,23
Back Chat - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,275093,4,0.786,0.844,0,-6.422,1,0.0632,0.121,0.000102,0.372,0.709,118.964,26
Back Chat - Single Remix,Hot Space (Deluxe Remastered Version),2011,252293,4,0.803,0.799,0,-7.701,1,0.0486,0.0756,0.0000903,0.0507,0.8,121.765,15
Body Language - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,271600,4,0.832,0.538,1,-9.667,1,0.0655,0.0387,0.00847,0.101,0.357,132.599,33
Calling All Girls - Live In Tokyo / November 1982,Hot Space (Deluxe Remastered Version),2011,285120,4,0.425,0.906,2,-5.915,1,0.0643,0.000574,0.000909,0.906,0.283,147.171,13
Calling All Girls - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,231853,4,0.612,0.721,2,-6.749,1,0.0346,0.0496,0.0000963,0.0612,0.615,138.431,22
Cool Cat - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,209107,4,0.818,0.399,1,-9.927,0,0.111,0.308,0.00253,0.18,0.838,73.765,59
Dancer - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,230120,4,0.741,0.477,9,-6.111,1,0.0343,0.0436,0.0000128,0.0483,0.51,100.107,25
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,271640,4,0.393,0.555,2,-7.662,1,0.0279,0.1,0.00000126,0.0705,0.134,80.89,27
Life Is Real (Song For Lennon) - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,211360,4,0.57,0.447,7,-8.303,1,0.0246,0.609,0,0.0711,0.343,80.718,24
Put Out The Fire - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,198240,4,0.546,0.855,2,-5.869,1,0.0596,0.224,0,0.183,0.474,91.785,23
Soul Brother - B-Side,Hot Space (Deluxe Remastered Version),2011,216840,3,0.484,0.519,0,-7.006,1,0.0341,0.654,0.0000168,0.0989,0.505,116.99,18
Staying Power - Live At Milton Keynes Bowl / June 1982,Hot Space (Deluxe Remastered Version),2011,237680,4,0.386,0.983,0,-5.613,1,0.189,0.00244,0.0000161,0.966,0.122,132.754,17
Staying Power - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,252133,4,0.823,0.855,2,-6.104,1,0.109,0.133,0,0.0795,0.465,115.348,26
Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version),2011,248440,4,0.671,0.711,2,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809,72
All God's People - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,261653,3,0.269,0.795,5,-8.063,1,0.11,0.229,0.00211,0.304,0.213,181.629,14
Bijou - 2011 Remaster,Innuendo (Deluxe Remastered Version),2011,216867,4,0.181,0.389,2,-9.769,0,0.0384,0.93,0.438,0.352,0.056,68.417,16
Delilah - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,214560,4,0.727,0.508,7,-9.445,1,0.0293,0.386,0.0000243,0.12,0.556,109.073,18
Don't Try So Hard - 2011 Remaster,Innuendo (Deluxe Remastered Version),2011,219827,3,0.269,0.425,4,-7.004,0,0.0307,0.724,0.0000209,0.235,0.132,104.397,17
Headlong - Embryo With Guide Vocal,Innuendo (Deluxe Remastered Version),2011,284373,4,0.505,0.823,2,-6.317,1,0.0428,0.0437,0.000411,0.187,0.638,144.014,9
Headlong - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,277773,4,0.567,0.912,2,-5.26,1,0.0974,0.196,0.00000706,0.127,0.371,143.983,27
I Can't Live With You - 1997 Rocks Retake,Innuendo (Deluxe Remastered Version),2011,287893,4,0.37,0.893,9,-4.009,1,0.0784,0.364,0.00105,0.564,0.392,90.086,12
I Can't Live With You - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,273560,4,0.468,0.876,9,-4.123,1,0.0938,0.381,0,0.212,0.443,91.726,18
I'm Going Slightly Mad - Mad Mix,Innuendo (Deluxe Remastered Version),2011,275693,4,0.537,0.599,9,-8.104,0,0.0415,0.573,0.00000401,0.711,0.331,115.69,11
I'm Going Slightly Mad - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,262933,4,0.638,0.834,9,-6.32,0,0.0536,0.572,0.0000118,0.189,0.31,115.639,29
Innuendo - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,393027,4,0.212,0.732,1,-5.751,1,0.0635,0.184,0.00472,0.296,0.17,73.419,29
Lost Opportunity - B-Side,Innuendo (Deluxe Remastered Version),2011,231800,3,0.379,0.436,4,-12.187,1,0.0275,0.329,0.0529,0.143,0.149,147.804,14
Ride The Wild Wind - Early Version With Guide Vocal,Innuendo (Deluxe Remastered Version),2011,254120,4,0.499,0.936,2,-7.614,1,0.047,0.00366,0.125,0.086,0.33,113.936,9
Ride The Wild Wind - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,282920,4,0.579,0.867,0,-7.964,1,0.0458,0.00455,0.00841,0.333,0.347,113.821,16
The Hitman - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,296627,4,0.384,0.982,3,-4.71,0,0.124,0.00375,0.0238,0.428,0.0952,90.175,17
The Show Must Go On - Remastered 2011,Innuendo (Deluxe Remastered Version),2011,277827,4,0.306,0.686,11,-6.928,0,0.0347,0.414,0,0.112,0.175,83.402,42
These Are The Days Of Our Lives - 2011 Remaster,Innuendo (Deluxe Remastered Version),2011,255040,4,0.691,0.402,0,-9.628,1,0.0299,0.373,0.000117,0.0607,0.55,112.654,30
A Winter's Tale - 2011 Remaster,Made in Heaven (Deluxe Remastered Version),2011,230160,4,0.364,0.564,11,-6.365,1,0.0323,0.179,0,0.314,0.138,53.621,21
A Winter's Tale - Cosy Fireside Mix / Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,229200,3,0.228,0.632,6,-5.684,1,0.0384,0.115,0,0.3,0.151,84.627,8
Heaven For Everyone - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,336160,4,0.595,0.426,0,-9.763,1,0.0285,0.293,0.00000132,0.171,0.268,110.183,35
Heaven For Everyone - Remastered 2011 / Single Version,Made in Heaven (Deluxe Remastered Version),2011,279507,4,0.604,0.447,0,-10.278,1,0.0279,0.265,0,0.178,0.326,110.175,21
I Was Born To Love You - 2011 Remaster,Made in Heaven (Deluxe Remastered Version),2011,289813,4,0.449,0.908,8,-6.134,1,0.0868,0.0836,0,0.0965,0.508,139.079,40
I Was Born To Love You - Vocals & Piano Version / Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,175227,4,0.622,0.431,8,-6.058,1,0.0304,0.788,0,0.276,0.633,138.734,12
It's A Beautiful Day - B-Side Version / Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,238320,3,0.363,0.449,7,-10.172,1,0.0355,0.297,0.00826,0.0796,0.0733,127.986,8
It's A Beautiful Day - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,154067,4,0.267,0.131,2,-13.386,1,0.0339,0.668,0.0000615,0.0844,0.0368,90.985,22
It's A Beautiful Day (Reprise) - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,180453,4,0.395,0.609,7,-10.072,1,0.0487,0.0661,0.0124,0.612,0.0426,127.911,15
Let Me Live - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,286027,4,0.425,0.662,0,-6.84,1,0.0301,0.18,0,0.207,0.439,77.305,25
Made In Heaven - 2011 Remaster,Made in Heaven (Deluxe Remastered Version),2011,324920,4,0.404,0.737,5,-5.824,0,0.0486,0.195,0,0.3,0.373,77.612,36
Mother Love - 2011 Remaster,Made in Heaven (Deluxe Remastered Version),2011,286173,4,0.368,0.412,7,-7.862,0,0.0323,0.23,0.000561,0.411,0.239,183.779,27
My Life Has Been Saved - 1989 B-Side Version / Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,196280,4,0.564,0.707,7,-6.567,1,0.024,0.0312,0.0033,0.159,0.554,102.052,9
My Life Has Been Saved - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,195387,4,0.344,0.584,7,-7.344,1,0.0295,0.0824,0.00000138,0.145,0.304,204.17,18
Rock In Rio Blues - Live / B-Side / Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,273720,4,0.368,0.718,5,-8.678,0,0.0777,0.543,0.0389,0.695,0.287,102.192,9
Too Much Love Will Kill You - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,259213,4,0.409,0.396,7,-7.6,1,0.0306,0.584,0.0000564,0.159,0.21,73.08,44
Untitled - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,1354933,4,0.172,0.0123,2,-31.607,1,0.0565,0.681,0.91,0.0803,0.0311,123.614,14
Yeah - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,4067,0,0,0.0162,10,-15.337,0,0,0.142,0.999,0,0,0,0
You Don't Fool Me - Remastered 2011,Made in Heaven (Deluxe Remastered Version),2011,324853,4,0.589,0.829,4,-6.494,0,0.036,0.103,0.0000862,0.381,0.579,121.973,37
A Human Body - B-Side,The Game (Deluxe Remastered Version),2011,222693,3,0.499,0.567,7,-8.403,1,0.0332,0.376,0.000243,0.306,0.621,151.408,20
Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),2011,214653,4,0.932,0.528,5,-6.472,0,0.161,0.115,0.329,0.163,0.757,109.975,74
Coming Soon - Remastered 2011,The Game (Deluxe Remastered Version),2011,170040,4,0.684,0.913,9,-5.785,0,0.0451,0.00824,0.0665,0.123,0.871,136.819,26
Crazy Little Thing Called Love - Remastered 2011,The Game (Deluxe Remastered Version),2011,163373,4,0.599,0.762,0,-6.887,1,0.0423,0.714,0.00000443,0.35,0.715,76.961,73
Don't Try Suicide - Remastered 2011,The Game (Deluxe Remastered Version),2011,232120,4,0.795,0.485,7,-7.529,1,0.201,0.338,0,0.0307,0.645,135.252,48
Dragon Attack - Live At Milton Keynes Bowl / June 1982,The Game (Deluxe Remastered Version),2011,314787,4,0.326,0.968,2,-5.756,0,0.112,0.00145,0.0755,0.825,0.291,91.686,18
Dragon Attack - Remastered 2011,The Game (Deluxe Remastered Version),2011,258773,4,0.7,0.864,0,-5.481,1,0.125,0.138,0.00281,0.259,0.606,88.192,41
It's A Beautiful Day - Original Spontaneous Idea / April 1980,The Game (Deluxe Remastered Version),2011,89267,3,0.446,0.234,7,-10.807,1,0.037,0.632,0,0.132,0.344,77.837,20
Need Your Loving Tonight - Remastered 2011,The Game (Deluxe Remastered Version),2011,169200,4,0.604,0.877,9,-3.881,1,0.0392,0.326,0,0.241,0.8,137.813,33
Play The Game - Remastered 2011,The Game (Deluxe Remastered Version),2011,212533,4,0.385,0.698,5,-5.772,1,0.0314,0.337,0,0.126,0.28,78.528,47
Rock It (Prime Jive) - Remastered 2011,The Game (Deluxe Remastered Version),2011,273013,4,0.475,0.915,11,-5.699,1,0.0618,0.321,0,0.0638,0.635,160.28,29
Sail Away Sweet Sister - Remastered 2011,The Game (Deluxe Remastered Version),2011,213427,4,0.498,0.5,11,-6.937,0,0.0285,0.829,0,0.0907,0.196,79.938,31
Sail Away Sweet Sister - Take 1 With Guide Vocal,The Game (Deluxe Remastered Version),2011,152120,4,0.475,0.61,11,-7.676,0,0.0257,0.615,0.00318,0.374,0.529,78.176,18
Save Me - Live In Montreal / November 1981,The Game (Deluxe Remastered Version),2011,256693,4,0.248,0.644,7,-6.237,1,0.0391,0.024,0.0000485,0.887,0.265,162.452,21
Save Me - Remastered 2011,The Game (Deluxe Remastered Version),2011,229920,3,0.506,0.45,7,-6.796,1,0.0269,0.359,0,0.127,0.327,81.621,45
Breakthru - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,248387,4,0.571,0.861,5,-5.697,1,0.087,0.0638,0.00827,0.36,0.31,90.1,41
Chinese Torture - Instrumental,The Miracle (Deluxe Remastered Version),2011,104400,4,0.308,0.734,4,-7.696,1,0.117,0.435,0.916,0.135,0.125,126.873,14
Hang On In There - B-Side,The Miracle (Deluxe Remastered Version),2011,226587,4,0.547,0.771,2,-7.197,1,0.0446,0.117,0.000272,0.0956,0.382,122.375,15
Hijack My Heart - B-Side,The Miracle (Deluxe Remastered Version),2011,251613,4,0.666,0.749,1,-8.805,1,0.0424,0.0362,0.00024,0.0747,0.678,100.106,13
I Want It All - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,280480,4,0.215,0.843,11,-5.119,0,0.0623,0.025,0.0000815,0.302,0.372,92.139,45
I Want It All - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,242093,4,0.414,0.842,11,-5.698,0,0.0483,0.025,0.00000245,0.374,0.392,92.09,51
Khashoggi's Ship - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,167667,4,0.485,0.869,11,-4.545,1,0.124,0.245,0.0000611,0.415,0.57,95.147,19
My Baby Does Me - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,202800,4,0.786,0.415,1,-10.826,1,0.0508,0.0486,0.0141,0.0455,0.712,90.954,17
Party - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,144893,4,0.672,0.912,0,-4.742,1,0.0505,0.00878,0.000717,0.602,0.754,135.035,18
Rain Must Fall - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,263293,4,0.724,0.791,4,-6.693,0,0.04,0.127,0.000431,0.0655,0.96,112.029,21
Scandal - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,282920,4,0.639,0.804,4,-5.955,0,0.0321,0.0386,0.0025,0.314,0.497,103.455,25
Stealin' - B-Side,The Miracle (Deluxe Remastered Version),2011,239600,4,0.54,0.526,1,-10.928,1,0.0469,0.346,0.000957,0.174,0.479,120.617,12
"The Invisible Man - 12"" Version",The Miracle (Deluxe Remastered Version),2011,330507,4,0.801,0.725,0,-9.81,1,0.0517,0.0504,0.623,0.239,0.67,120.012,8
The Invisible Man - Demo,The Miracle (Deluxe Remastered Version),2011,302480,4,0.736,0.506,10,-9.57,0,0.0522,0.0289,0.439,0.12,0.332,119.197,8
The Invisible Man - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,237680,4,0.704,0.793,0,-6.94,1,0.0423,0.192,0.0174,0.326,0.564,119.989,34
The Miracle - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,301360,4,0.477,0.651,1,-6.021,1,0.027,0.156,0,0.554,0.539,92.14,29
Was It All Worth It - Remastered 2011,The Miracle (Deluxe Remastered Version),2011,347800,4,0.161,0.866,9,-5.266,0,0.0869,0.201,0.0000469,0.0896,0.132,179.667,21
Hammer To Fall - Headbanger's Mix,The Works (Deluxe Remastered Version),2011,318080,4,0.406,0.862,9,-4.822,1,0.0976,0.289,0.00569,0.0973,0.468,128.508,19
Hammer To Fall - Remastered 2011,The Works (Deluxe Remastered Version),2011,265440,4,0.4,0.841,9,-4.544,1,0.0932,0.361,0.000122,0.101,0.473,128.541,42
I Go Crazy - B-Side,The Works (Deluxe Remastered Version),2011,223667,4,0.262,0.956,9,-5.096,1,0.12,0.0685,0.00017,0.324,0.414,172.481,16
I Want To Break Free - Remastered 2011,The Works (Deluxe Remastered Version),2011,198773,4,0.875,0.408,4,-10.507,1,0.0376,0.0782,0.000848,0.122,0.774,109.084,54
I Want To Break Free - Remastered 2011,The Works (Deluxe Remastered Version),2011,258013,4,0.795,0.433,4,-8.927,1,0.0324,0.0853,0.000284,0.0762,0.6,108.947,61
Is This The World We Created...? - Live In Rio / January 1985,The Works (Deluxe Remastered Version),2011,182547,4,0.224,0.296,1,-10.535,1,0.0414,0.822,0,0.18,0.0646,81.384,12
Is This The World We Created...? - Remastered 2011,The Works (Deluxe Remastered Version),2011,134293,4,0.406,0.211,6,-12.609,1,0.0387,0.828,0,0.121,0.175,78.239,27
It's A Hard Life - Live In Rio / January 1985,The Works (Deluxe Remastered Version),2011,265813,4,0.357,0.761,3,-4.928,1,0.0318,0.0717,0,0.844,0.319,80.357,13
It's A Hard Life - Remastered 2011,The Works (Deluxe Remastered Version),2011,246973,4,0.426,0.599,3,-6.203,1,0.029,0.427,0,0.152,0.292,82.31,41
Keep Passing The Open Windows - Remastered 2011,The Works (Deluxe Remastered Version),2011,321040,4,0.501,0.793,5,-6.145,1,0.0611,0.148,0.0000907,0.139,0.636,160.798,20
Machines (or 'Back To Humans') - Remastered 2011,The Works (Deluxe Remastered Version),2011,307080,4,0.623,0.932,0,-6.105,1,0.0786,0.0595,0.00524,0.372,0.383,111.509,21
Man On The Prowl - Remastered 2011,The Works (Deluxe Remastered Version),2011,205640,4,0.529,0.866,7,-5.459,1,0.0344,0.29,0.0000474,0.538,0.912,150.238,22
Radio Ga Ga - Remastered 2011,The Works (Deluxe Remastered Version),2011,348227,4,0.744,0.502,5,-7.705,1,0.0359,0.179,0.000172,0.19,0.655,112.345,63
Tear It Up - Remastered 2011,The Works (Deluxe Remastered Version),2011,204627,4,0.506,0.871,2,-5.05,1,0.0634,0.168,0,0.131,0.306,90.013,30
Thank God It's Christmas - 2011 Remaster,The Works (Deluxe Remastered Version),2011,261627,5,0.304,0.42,7,-8.882,1,0.0281,0.215,0,0.232,0.328,86.269,33
(You're So Square) Baby I Don't Care - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,88533,4,0.551,0.405,8,-12.121,1,0.0563,0.813,0,0.81,0.337,101.727,7
A Kind Of Magic - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,501000,4,0.294,0.76,2,-10.473,1,0.0873,0.0124,0.00303,0.25,0.192,134.405,10
Another One Bites The Dust - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,296307,4,0.656,0.788,4,-9.722,0,0.118,0.0874,0.00000476,0.869,0.413,116.27,12
Bohemian Rhapsody - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,330333,4,0.358,0.657,0,-9.744,0,0.0646,0.29,0.0000428,0.932,0.262,74.882,18
Guitar Solo - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,443893,4,0.287,0.369,2,-19.183,1,0.0592,0.967,0.935,0.925,0.193,150.013,7
Hello Mary Lou (Goodbye Heart) - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,143840,4,0.483,0.443,1,-11.698,1,0.0964,0.744,0.00000243,0.326,0.47,97.573,8
I Want To Break Free - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,213253,4,0.467,0.691,4,-9.174,1,0.0477,0.0605,0.0000998,0.961,0.319,118.937,14
In The Lap Of The Gods... Revisited - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,136827,3,0.29,0.513,2,-8.574,1,0.0351,0.492,0.00000285,0.276,0.216,127.814,9
Is This The World We Created...? - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,151880,4,0.283,0.239,1,-15.329,1,0.0675,0.884,0,0.79,0.14,83.862,6
Looks Like It's Gonna Be A Good Night - Improv / Live,Hungarian Rhapsody (Live In Budapest 1986),2012,218480,4,0.3,0.65,7,-10.736,0,0.0429,0.175,0.0838,0.508,0.219,124.489,7
Love Of My Life - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,277533,4,0.303,0.291,2,-16.908,1,0.0629,0.869,0.0000758,0.96,0.188,82.514,24
Now I'm Here - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,360467,4,0.259,0.849,7,-9.269,1,0.0709,0.00259,0.0657,0.921,0.207,146.391,7
One Vision - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,337120,4,0.245,0.797,7,-9.12,1,0.0589,0.00632,0.000435,0.789,0.262,127.698,11
Seven Seas Of Rhye - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,100827,4,0.248,0.877,7,-7.752,1,0.064,0.0356,0.0000428,0.578,0.131,128.311,10
Tavaszi Szel Vizet Araszt - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,135693,4,0.243,0.544,3,-16.071,1,0.168,0.799,0,0.779,0.437,88.03,7
Tear It Up - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,107187,4,0.379,0.866,7,-8.001,1,0.0443,0.0233,0,0.725,0.403,97.458,9
Tie Your Mother Down - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,281653,4,0.224,0.895,7,-7.661,1,0.0814,0.011,0.000033,0.674,0.222,144.059,12
Tutti Frutti - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,215747,4,0.348,0.877,4,-7.795,1,0.0907,0.0688,0.0000247,0.69,0.433,94.537,9
Under Pressure - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,229920,4,0.459,0.855,2,-8.568,1,0.0897,0.081,0.00000115,0.401,0.348,121.427,10
Who Wants To Live Forever - Live,Hungarian Rhapsody (Live In Budapest 1986),2012,239120,4,0.173,0.437,2,-9.716,0,0.0366,0.32,0.0000176,0.128,0.0641,147.656,10
"Drum Solo - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,27427,3,0.37,0.974,6,-10.853,1,0.0583,0.00804,0.891,0.294,0.744,144.86,0
"Father To Son - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,367240,4,0.162,0.904,7,-5.057,1,0.111,0.0999,0.00000575,0.485,0.209,76.135,12
"Great King Rat - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,424080,4,0.195,0.965,7,-5.147,1,0.173,0.00868,0.000336,0.707,0.157,140.406,11
"Guitar Solo - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,144800,4,0.278,0.928,2,-8.131,1,0.41,0.749,0.953,0.955,0.346,81.175,10
"Jailhouse Rock / Stupid Cupid / Be Bop A Lula - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,271627,4,0.226,0.928,2,-4.973,1,0.102,0.0266,0,0.789,0.282,93.627,12
